,SS02232_35c_r14,SS02232_35c_r09,SS02232_35c_r05,SS02232_35c_r02,SS02232_35c_r04,SS02232_35c_r13,SS02232_35c_r12,SS02232_35c_r03,SS02232_35c_r06,SS02232_35c_r10,SS02232_35c_r08,SS02232_35c_r01,SS02232_35c_r07,SS02232_35c_r11,SS00238_r6,SS00238_r3,SS00238_r2,SS00238_r4,SS00238_r1,SS00238_r7,SS00238_r5,50pg_CBqRNA_r3,50pg_CBqRNA_r5,50pg_CBqRNA_r1,50pg_CBqRNA_r2,50pg_CBqRNA_r6,50pg_CBqRNA_r4,50pg_CBqRNA_r7,50pg_CBqRNA_r8
FBgn0037063,45.23706125,41.93578148,77.0157197,117.9785625,45.10975551,45.17890645,120.024502,116.7298258,95.30435872,59.85194126,35.06858263,15.66986363,138.9788808,45.11294641,36.01293431,65.66284977,34.39445024,67.29534987,71.77258723,37.4745006,37.86015458,113.739503,127.3631501,120.0891256,37.36300232,74.46870064,128.2117032,84.44699189,101.8596171
FBgn0037064,0,0,0,0,0,0,0,0,12.97571081,0,0,0,0,0,0,0,0,0,0,0,0.175278493,0,0,0,0,0,0,0,0
FBgn0037065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104392448,0.082480696,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104392448,0.164961392,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037068,0,0,0,0.595851326,0,0,0,0,0,0,0,0,0,0,0,0,0.082480696,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106863307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037070,59.04626942,6.451658689,0.60642299,0,31.80816093,13.31164208,32.0501395,0,0.447438304,0,0,14.2872286,8.45141843,39.64471048,12.82359679,3.966913022,9.402799345,0.519655211,16.51972399,1.762123853,9.727956385,15.26704738,28.03208089,27.58804237,8.302889406,9.64342886,5.128468127,0,23.76724398
FBgn0037071,52.85593472,9.677488034,6.064229897,0,32.38649113,20.16915467,19.94957663,21.44017209,19.68728537,6.234577215,0,46.54871254,16.43331361,0,29.17368269,17.74671615,24.9091702,33.19297663,23.49650063,20.55811161,17.00201386,29.00739001,14.62543351,43.81630259,31.13583527,41.78819173,24.61664701,41.89102747,10.86502582
FBgn0037073,0.476179592,49.03260604,0,22.64235037,0,34.28756293,39.24506878,0,2.237191519,0.415638481,7.851175216,1.843513368,7.042848691,1.367058982,18.70107865,7.307471357,16.99102338,6.170905635,17.56223084,19.03093761,4.732519322,19.08380922,3.656358377,40.57065054,22.14103841,30.53752472,13.33401713,32.58191026,7.469705252
FBgn0037074,29.52313471,21.93563954,41.84318629,30.3884176,64.19465206,61.71761328,39.57211102,16.08012907,100.2261801,18.28809316,0,56.22715772,18.78092984,24.15137535,5.450028634,11.48316928,26.8062262,18.77254451,13.47239626,5.403846481,5.959468776,38.16761844,28.03208089,37.3249985,47.74161408,26.78730239,34.87358326,36.57153192,34.63226981
FBgn0037076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106863307,0,0,5.716207325,0.080192835,0,0,11.45028553,4.26575144,2.434239033,10.37861176,0,0,0.664936944,0.679064114
FBgn0037078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037081,58.09391023,154.1946427,88.5377565,36.34693086,86.17119962,64.54129493,61.15689884,60.15159393,127.0724783,0.415638481,69.0903419,95.40181678,47.8913711,77.92236199,55.24832949,47.60295627,52.95260684,46.76896902,31.03462711,45.11037063,73.3540495,35.87756133,55.45476871,53.55325872,45.66589173,36.43073125,61.54161752,29.92216248,59.0785779
FBgn0037082,0,0,0,0,0,0,0,0,6.711574558,9.975323543,0,0,6.103802199,0,4.274532262,0,5.113803153,1.299138028,1.523663863,3.876672476,1.665145688,3.816761844,4.875144502,0,13.83814901,1.607238143,0,3.32468472,0.679064114
FBgn0037084,381.8960329,158.7108038,44.87530124,102.486428,157.3058141,50.01950357,119.6974598,125.0676705,126.1776017,121.3664364,117.2442166,96.32357347,156.8207642,50.12549601,37.40215729,44.05361304,30.18793474,44.04077916,51.002643,54.27341466,65.64179579,227.4790059,180.9897396,212.5902088,287.1415919,184.2966404,250.2692446,244.0318585,196.2495289
FBgn0037085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037087,0.476179592,18.7098102,54.57806908,125.7246297,0,34.69094603,0,42.28478385,0,60.26757974,39.25587608,0.460878342,28.64091801,47.39137805,8.655927831,24.84540261,5.526206633,11.49737155,4.410605919,21.14548623,6.66058275,15.26704738,3.046965314,21.90815129,33.90346507,25.18006425,14.35971075,5.319495552,14.26034639
FBgn0037090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.535259604,0,0,0,0
FBgn0037092,39.04672655,65.80691863,12.73488278,3.575107953,31.22983073,3.227064747,0,0,22.37191519,39.90129417,4.71070513,23.0439171,14.08569738,4.101176947,6.411798393,11.90073907,6.351013593,2.143577747,8.17966916,12.21739204,0.350556987,31.29744712,21.3287572,21.09673828,26.29248312,36.9664773,38.97635776,14.62861277,8.148769366
FBgn0037093,49.04649798,49.03260604,141.2965566,60.77683521,0,175.4716456,77.83605307,101.2452571,48.32333682,71.48981873,47.63046298,216.6128207,72.77610314,51.03686867,26.0746468,55.43238987,46.43663185,22.54004479,78.74936387,74.36162658,54.07341522,48.09119923,34.12601152,31.64510742,26.29248312,48.2171443,30.77080876,83.117118,63.15296259
FBgn0037094,0,8.387156296,1.819268969,26.21745832,24.86819855,0,45.45887133,43.47590452,42.50663887,46.96714835,15.17893875,54.38364435,1.878092984,77.46667566,16.02949598,10.021675,13.77427623,10.13327662,21.89264393,20.79306146,12.53241228,43.51108502,34.12601152,43.00488957,40.13063213,36.43073125,56.41314939,48.54039691,11.54408994
FBgn0037098,13.33302858,24.51630302,22.43765062,0,8.096622783,10.89134352,0,22.03573243,8.948766077,0.831276962,0,9.217566839,21.59806932,1.82274531,3.526489116,26.30689689,16.00125503,0.389741409,32.71867664,14.09699082,5.170715556,13.74034264,13.40664738,0.811413011,4.151444703,6.428952574,10.25693625,3.989621664,11.54408994
FBgn0037099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064956901,0,0,0,0,0,0,0,0,0,0,0
FBgn0037100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.57846819,0,4.151444703,0,2.051387251,0,0
FBgn0037101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104392448,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037102,0.952359184,0,95.20840939,0,0,159.3363219,1.962253439,0,0,117.6256901,72.75422367,60.37506279,30.519011,8.202353893,64.54543716,34.34511538,23.50699836,51.83560733,25.82209284,32.89297858,37.42195835,54.96137055,64.59566466,34.07934646,20.75722351,50.89587454,51.28468127,61.83913579,54.32512911
FBgn0037105,31.42785308,85.80706057,41.2367633,61.96853786,0,6.0507464,0,0,20.58216198,2.493830886,29.83446582,35.94851067,0,0,0,9.812890108,5.608687329,0.064956901,1.443471028,0,6.39766501,8.396876057,11.57846819,10.54836914,12.45433411,17.14387353,6.154161752,4.654558608,2.716256455
FBgn0037106,29.9993143,60.64559168,0,36.34693086,69.97795405,0,0,29.18245646,13.42314912,54.44864101,0,0.460878342,45.07423163,27.34117964,3.41962581,9.395320316,1.154729744,15.58965634,5.773884113,2.232023547,17.70312784,14.50369501,31.68843927,8.925543119,17.98959371,26.78730239,41.02774501,4.654558608,10.86502582
FBgn0037107,111.9022041,0.645165869,76.40929671,63.75609183,51.47138769,120.6115449,123.9490089,55.98267158,87.25046925,98.92195847,88.97998578,115.6804638,111.2770093,67.44157646,16.99126574,11.79634662,20.29025122,14.03069071,16.11875981,15.85911467,19.19299503,55.72472292,63.37687853,77.89564904,35.28727997,68.03974807,87.18395815,113.0392805,80.80862955
FBgn0037108,82.37906943,370.9703746,56.39733805,170.4134791,218.6088151,213.3896564,2.943380158,123.2809895,21.47703858,61.0988567,66.4732835,86.18424994,81.69704482,340.3976866,114.1300114,83.93152816,37.77615877,76.32435917,54.53112773,46.40259479,58.89357379,70.22841793,76.78352591,102.2380394,107.9375623,77.14743088,89.2353454,109.7145958,97.10616828
FBgn0037109,17.14246532,0,20.01195866,11.91702651,39.90478372,83.50030032,2.616337918,0.595560336,54.14003477,54.44864101,27.21740742,32.26148394,7.981895184,44.65726009,3.953942342,6.785509117,8.660473081,0.324784507,16.92068816,6.69607064,4.381962336,22.90057106,21.3287572,37.3249985,27.67629802,15.00088934,20.51387251,29.92216248,37.34852626
FBgn0037110,25.71369797,9.032322165,0,0,0.578330199,21.37930395,107.2698547,0,65.77343067,83.95897316,148.6489174,23.50479544,32.86662723,33.72078823,18.48735203,18.58185574,11.87722023,39.16901156,31.51578412,29.83863057,20.68286222,8.396876057,15.84421963,33.26793344,33.21155762,26.25155634,30.77080876,30.58709943,4.074384683
FBgn0037114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037116,12.38066939,0,1.212845979,9.533621209,0,17.34547301,16.67915423,10.72008605,8.501327773,39.90129417,20.93646724,14.74810694,50.23898733,18.2274531,3.847079036,5.950369534,6.433494289,5.131595212,0.481157009,10.45526819,7.799892957,16.03039974,4.875144502,11.35978215,15.91387136,3.214476287,21.53956613,19.28317138,19.01379519
FBgn0037117,68.56986126,53.54876712,28.50188052,50.05151135,20.24155696,40.33830933,19.62253439,48.83594755,18.34497046,29.09469367,104.1589245,19.8177687,23.00663906,0,26.50210002,30.9001646,21.19753888,31.63401099,39.0539106,15.5066899,15.59978591,47.32784687,25.59450864,31.64510742,37.36300232,33.75200101,15.38540438,61.17419885,35.99039803
FBgn0037120,202.3763266,58.0649282,69.73864382,14.89628314,37.59146292,14.11840827,46.43999805,30.96913747,34.9001877,202.0003018,28.26423078,39.63553741,103.2951141,110.2760912,80.57493314,52.30061643,93.1207058,60.53983212,57.8992268,71.07232872,77.64837259,90.07557952,96.28410392,70.59293194,120.3918964,117.3283845,57.43884302,108.3847219,108.6502582
FBgn0037121,2.857077553,0,4.851383918,127.5121837,2.313320795,52.03641904,55.59718077,79.80508501,208.0588113,7.065854177,0,3.687026736,66.2027777,17.77176677,43.70709238,90.09068259,47.5088809,41.3125893,79.55129222,23.84740947,26.29177401,26.71733291,15.84421963,25.96521635,13.14624156,36.43073125,9.231242628,44.55077525,30.55788512
FBgn0037122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080192835,0,0,0,0,0,0,0,0,0,0
FBgn0037126,0,0,0,0,0,0,2.616337918,0.595560336,0.447438304,0.415638481,0.523411681,0,0,0,0,0,0,0,0,0.469899694,0,0.763352369,0,0.811413011,0,0,0,0,0
FBgn0037127,0,0,59.42945299,0,0,0,10.79239391,5.360043023,0,0,0,0,0,0,0,0,0,0,0,0,0,3.053409475,3.656358377,4.057065054,0,0,2.051387251,0.664936944,0.679064114
FBgn0037128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037129,22.85662042,0,41.84318629,0.595851326,12.14493417,0,19.62253439,60.15159393,21.92447689,0,0,0,35.21424346,32.35372925,0,0,0,7.859785072,0.080192835,2.936873088,0,30.53409475,9.140895942,7.302717098,30.44392782,17.14387353,22.56525976,9.309117216,20.37192342
FBgn0037130,120.4734368,61.93592342,26.68261155,86.39844221,79.23123723,15.32855755,138.9929519,39.30698217,84.56583943,74.81492658,1.046823362,66.36648124,15.49426712,81.11216628,18.05989881,19.93895756,14.02171832,2.988017465,10.26468287,27.72408195,12.97060851,36.6409137,24.98511557,21.90815129,22.83294587,19.28685772,26.66803426,33.91178415,55.00419322
FBgn0037131,0,0,0,0,0,0,0,0,0.447438304,0,0,0,0,0,0,0.313177344,0.247442088,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037133,0,0,0,0,0,0,0,0,0,0,0,0.460878342,0,0,0,0,0,0,0,0,0,0,0,1.622826022,2.075722351,5.357460478,6.154161752,0,0
FBgn0037134,226.1853062,38.06478627,167.9791682,36.94278218,42.21810451,54.4567176,177.5839362,21.44017209,80.09145639,76.4774805,0,65.44472456,49.29994084,258.3741476,10.68633065,46.03706955,52.78764545,16.10931155,30.71385577,35.4774269,36.28264814,210.6852538,266.3047684,325.3766173,333.4993911,301.0892789,256.4234063,159.5848666,236.9933757
FBgn0037135,76.66491433,240.0017032,155.8507084,0,171.764069,58.89393163,200.476893,235.2463327,89.93509907,252.7081964,94.73751428,35.48763233,127.2407997,4.101176947,126.3124283,148.0284912,88.41930612,134.395829,63.59291807,128.4000914,158.3641188,147.3270072,181.5991327,190.6820575,214.4913096,151.6161315,227.7039848,140.9666321,150.7522333
FBgn0037137,23.33280001,0.645165869,0,0.595851326,0,25.41313488,0,0.595560336,0,21.19756253,0,0,0,0,0.213726613,7.098686461,0.082480696,6.625603945,0,6.108696022,8.501006931,12.2136379,25.59450864,15.41684721,3.459537252,5.357460478,3.077080876,10.6389911,2.037192342
FBgn0037138,104.7595103,301.9376267,108.5497152,153.729642,134.7509363,373.9361275,313.633508,56.57823191,127.5199166,255.2020273,104.1589245,104.6193836,56.81231278,157.6674693,297.4005821,350.6542327,321.0148689,275.2873482,198.156495,227.4314519,297.3599641,335.8750423,379.6518781,442.2200909,359.7918742,393.2375991,381.5580286,362.3906345,382.3130961
FBgn0037139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106863307,0,0.082480696,0,0,1.409699082,7.624614464,0,0,0,0,0,0,0,0
FBgn0037140,5.714155105,0.645165869,0,0,0,0.403383093,0,0,4.474383039,4.15638481,3.663881768,0,5.164755707,33.72078823,3.526489116,10.85681459,2.969305056,6.560647043,1.443471028,0.469899694,11.65601981,13.74034264,21.93815026,8.925543119,11.76242666,0,7.179855377,3.32468472,1.358128228
FBgn0037141,0,0,0,0,0,0,0,0,0,0,123.0017451,0,0,53.77098663,3.312762503,18.99942553,11.71225883,2.858103663,12.83085358,1.527174006,19.894109,3.053409475,3.046965314,0,7.610981955,0,0,9.97405416,14.26034639
FBgn0037142,5.237975513,18.06464433,16.37342072,26.21745832,24.86819855,70.99542443,27.79859038,4.168922351,36.68994092,29.51033215,54.95822651,1.843513368,53.52565005,0,10.25887743,22.33998386,0.989768352,3.052974367,31.03462711,6.461120793,0.78875322,15.26704738,28.64147395,15.41684721,3.459537252,21.42984191,9.231242628,33.2468472,26.48350044
FBgn0037144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037146,0,0,0,0,0,0,0,0,0,0,0,0,0,9.113726548,0,0,0,0.064956901,0,0,0,6.870171319,9.750289005,3.245652043,1.383814901,10.17917491,0,7.314306384,0.679064114
FBgn0037147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037149,0,0,0,0,0,0,10.46535167,0,0,35.32927088,10.9916453,0,0,0.455686327,0.106863307,2.296633855,0,0.064956901,18.28396636,11.27759266,13.14588701,1.526704738,0,0,2.767629802,10.71492096,6.154161752,12.63380194,0
FBgn0037150,70.95075922,0.645165869,104.3047542,1.191702651,8.674952982,0,0.65408448,0,0.447438304,39.48565569,0,19.35689036,48.83041759,0.455686327,0.534316533,26.93325157,15.42389015,10.06831972,9.542947353,15.15426513,23.83787511,16.03039974,16.4536127,36.51358549,9.686704306,49.82438245,2.051387251,15.95848666,22.40911576
FBgn0037151,0,0,0,0,0,0.403383093,0,0,0,19.53500861,0,0,0,0,5.556891941,0,5.773648721,5.391422818,9.783525858,0,16.47617838,3.816761844,0,10.54836914,0.69190745,0,0,0,0
FBgn0037153,471.8939758,306.4537877,266.8261155,449.8677508,374.1796386,514.7168271,468.6515296,566.3778795,234.0102329,461.3587139,299.3914816,329.9888928,252.1339832,367.7388662,106.4358533,78.08555107,76.12968242,104.5806113,91.90098879,58.03261221,129.3555281,141.2201882,87.14320798,107.1065174,103.0942101,86.79085974,76.9270219,87.10673967,95.74804005
FBgn0037156,92.85502046,59.35525994,49.72668516,109.6366439,21.97654755,22.99283632,43.49661789,1.191120672,72.93244353,61.93013367,71.70740031,0.460878342,104.2341606,46.93569172,47.76789803,43.42725835,28.20839804,50.081771,52.76688536,32.07065412,32.42652128,25.19062817,46.31387277,80.32988807,17.98959371,40.71669963,26.66803426,28.59228859,23.08817987
FBgn0037162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.280090366,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.468362254,0,0,0,0.763352369,0,0,5.535259604,0.535746048,1.025693625,0,0
FBgn0037164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080192835,0,0,0,0,0,0,0,0,0,0
FBgn0037165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037166,0,0,0,0,0,0,0.32704224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.71733291,17.67239882,44.6277156,60.88785564,24.6443182,23.59095338,29.25722554,0.679064114
FBgn0037167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.053409475,17.06300576,12.17119516,29.75202037,5.893206526,0,9.309117216,2.037192342
FBgn0037169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16038567,0,0.087639247,0,0,0,0,0,0,0,0
FBgn0037171,90.4741225,0,200.1195866,42.30544411,12.72326437,28.23681653,0,36.92474083,16.55521724,66.50215696,3.663881768,0.921756684,10.79903466,0,2.77844597,0.104392448,0,0,0.32077134,0,0.701113974,10.68693316,7.922109816,1.622826022,0,20.89409586,16.41109801,5.319495552,7.469705252
FBgn0037172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.656358377,0,0,0,0,0,0
FBgn0037175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037179,0,0,0,0,0,0,0,0,0,0,0,0.460878342,0.469523246,0,0,0,0,0,0.16038567,0.117474924,0,0,0,0,0,0,0,0,0
FBgn0037180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082480696,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037182,1.428538776,56.77459646,64.28083691,23.83405302,46.2664159,54.4567176,0,58.36491292,23.2667918,2.078192405,1.046823362,15.20898528,54.93421979,37.36627885,12.60987017,10.021675,16.5786199,15.07000113,9.382561683,7.635870028,9.202120905,42.74773265,37.17297683,4.057065054,22.14103841,30.53752472,31.79650238,29.92216248,11.54408994
FBgn0037183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037184,6.666514289,1.290331738,60.03587598,10.12947253,6.939962385,0,0.32704224,48.24038721,59.50929441,0,0,0.460878342,60.56849875,102.5294237,19.12853187,17.12036147,14.76404459,21.95543268,3.047327726,20.79306146,0,37.40426607,27.42268783,13.79402118,80.9531717,54.11035083,44.10482589,15.29354971,27.16256455
FBgn0037185,8.095053065,1.935497607,0.60642299,0,0,8.874428053,6.213802556,0,1.342314912,132.5886754,15.17893875,2.765270052,26.76282503,55.13804562,1.923539518,9.604105212,11.38233605,5.976034931,7.939090655,17.85618837,9.377399398,24.4272758,28.64147395,14.6054342,27.67629802,28.93028658,17.43679163,8.644180272,12.90221816
FBgn0037186,0,5.80649282,0,0,24.86819855,27.02666725,0,0,35.79506431,22.44447797,0,0,0,0,0,0,0.082480696,5.326465916,0.16038567,2.114548623,0,8.396876057,4.26575144,19.47391226,6.227167054,5.893206526,2.051387251,3.989621664,3.395320569
FBgn0037188,0.476179592,52.90360125,30.92757248,0,15.61491537,41.95184171,72.27633499,0,6.711574558,79.38694987,0,27.19182217,25.35425529,0,10.90005727,13.04905599,3.216747144,6.560647043,6.255041122,0.469899694,0.26291774,18.32045685,20.71936413,6.491304087,33.21155762,56.25333502,5.128468127,17.28836054,23.76724398
FBgn0037191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.897056008,0,0,0.822324465,0.087639247,0,0,0,0,0,0,0,0
FBgn0037195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037199,89.52176331,147.0978181,93.38914042,166.2425198,114.5093794,182.7325413,98.11267194,39.90254251,59.50929441,92.68738126,166.4449146,97.70620849,28.64091801,54.68235929,100.2377815,53.65771825,52.21028058,90.42000678,73.13586543,74.9490012,108.5850267,106.1059793,110.3001444,70.59293194,110.7051921,106.6134635,82.05549003,123.6782716,99.14336062
FBgn0037200,0.476179592,87.74255817,118.858906,84.0150369,0,56.87701616,31.06901278,45.26258553,32.66299618,49.46097924,0,0,49.29994084,0,15.38831614,69.10780055,15.42389015,53.71935747,40.65776729,51.10159173,25.41538155,28.24403765,15.23482657,57.61032377,37.36300232,27.85879449,15.38540438,39.2312797,62.47389847
FBgn0037202,62.85570616,0,0,0,65.35131246,64.13791184,13.08168959,0,8.948766077,7.897131139,0,0,19.25045309,0,37.5090206,34.13633048,9.897683521,13.38112169,4.330413085,16.56396421,4.031405349,19.84716159,4.26575144,16.22826022,23.52485332,10.17917491,0,13.96367582,29.87882101
FBgn0037203,0,0,0,0,0,0,0,0,0,0,0.523411681,0,0,0,0,1.148316928,0,0,0,0.469899694,0.175278493,0,0,7.302717098,0,0,0,0,0
FBgn0037204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037206,76.18873473,1.290331738,24.25691959,0,0,76.64278773,0.981126719,0,0,0.415638481,31.40470086,0,39.43995267,60.15059522,11.11378388,15.76325964,6.103571505,0,15.71779564,7.870819875,7.624614464,15.26704738,83.4868496,42.19347656,22.14103841,46.60990616,41.02774501,35.90659498,38.02759037
FBgn0037207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.37386633,6.703323691,17.03967323,6.227167054,19.82260377,9.231242628,8.644180272,7.469705252
FBgn0037213,0.476179592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087639247,6.870171319,0,0.811413011,0,0.535746048,0,0,0.679064114
FBgn0037215,9.04741225,0,0,0,3.469981193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.77074238,22.54754332,18.66249925,13.83814901,11.250667,25.64234063,28.59228859,24.4463081
FBgn0037217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037218,9.999771434,9.677488034,12.73488278,20.25894507,1.156660398,2.42029856,1.308168959,1.191120672,15.21290233,30.75724759,36.63881768,31.33972725,4.695232461,6.379608584,1.923539518,8.977750524,8.825434473,10.26319042,5.533305608,4.229097246,10.51670961,41.98438028,32.29783233,43.00488957,24.21676077,49.82438245,43.07913226,19.28317138,14.9394105
FBgn0037220,87.14086535,8.387156296,61.24872196,0.595851326,39.32645352,8.47104496,77.50901083,127.4499119,19.23984707,129.2635676,0.523411681,58.99242777,0.939046492,94.7827561,36.01293431,16.70279167,5.856129417,14.74521662,19.88782305,33.12792843,28.74567292,53.43466582,33.51661845,41.38206355,53.27687369,40.71669963,52.31037489,63.16900968,32.59507746
FBgn0037222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104392448,0,4.157241691,0.080192835,0,0,0,4.26575144,0,0,0,4.102774501,0,0
FBgn0037224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037225,21.90426124,57.41976233,21.83122763,13.10872916,0,49.21273739,44.15070237,0,183.8971429,1.246915443,31.40470086,13.36547192,43.19613864,23.2400027,4.488258875,0,0.082480696,0.844439718,0.080192835,0,4.732519322,40.45767555,25.59450864,15.41684721,33.21155762,19.82260377,42.05343864,23.27279304,25.12537221
